20161101 064600;1.099750;1.099880;1.099670;1.099880
20161101 064700;1.099870;1.100060;1.099870;1.100030
20161101 064800;1.100040;1.100170;1.100040;1.100170
20161101 064900;1.100170;1.100210;1.100170;1.100170
20161101 065000;1.100140;1.100150;1.100120;1.100150
20161101 065100;1.100160;1.100160;1.100100;1.100150
20161101 065200;1.100140;1.100140;1.100110;1.100110
20161101 065300;1.100110;1.100110;1.100050;1.100060
20161101 065400;1.100060;1.100070;1.100040;1.100060
20161101 065500;1.100070;1.100130;1.100030;1.100080
20161101 065600;1.100070;1.100140;1.099970;1.099980
20161101 065700;1.099970;1.099970;1.099880;1.099970
20161101 065800;1.099950;1.100030;1.099950;1.099970
20161101 065900;1.099990;1.100010;1.099850;1.099870
20161101 070000;1.099860;1.099870;1.099790;1.099800
20161101 070100;1.099790;1.099870;1.099780;1.099860
20161101 070200;1.099850;1.099860;1.099780;1.099830
20161101 070300;1.099830;1.099830;1.099790;1.099820
20161101 070400;1.099830;1.099830;1.099760;1.099800
20161101 070500;1.099800;1.100000;1.099800;1.099990
20161101 070600;1.100020;1.100300;1.100020;1.100210
20161101 070700;1.100210;1.100320;1.100150;1.100320
20161101 070800;1.100330;1.100380;1.100330;1.100350
20161101 070900;1.100360;1.100380;1.100300;1.100340
20161101 071000;1.100330;1.100330;1.100190;1.100270
20161101 071100;1.100280;1.100330;1.100230;1.100330
20161101 071200;1.100360;1.100420;1.100330;1.100330
20161101 071300;1.100330;1.100490;1.100300;1.100360
20161101 071400;1.100390;1.100680;1.100390;1.100660
20161101 071500;1.100640;1.100750;1.100610;1.100680
20161101 071600;1.100710;1.100750;1.100670;1.100710
20161101 071700;1.100710;1.100720;1.100590;1.100610
20161101 071800;1.100610;1.100610;1.100500;1.100580
20161101 071900;1.100580;1.100620;1.100550;1.100600
20161101 072000;1.100610;1.100760;1.100600;1.100740
20161101 072100;1.100730;1.100910;1.100730;1.100800
20161101 072200;1.100820;1.100860;1.100740;1.100740
20161101 072300;1.100750;1.100760;1.100670;1.100750
20161101 072400;1.100760;1.100780;1.100700;1.100720
20161101 072500;1.100750;1.100800;1.100660;1.100710
20161101 072600;1.100690;1.100800;1.100660;1.100800
20161101 072700;1.100790;1.100810;1.100700;1.100700
20161101 072800;1.100720;1.100760;1.100650;1.100670
20161101 072900;1.100690;1.100720;1.100690;1.100720
20161101 073000;1.100720;1.100860;1.100720;1.100860
20161101 073100;1.100870;1.100970;1.100860;1.100950
20161101 073200;1.100940;1.100940;1.100790;1.100840
20161101 073300;1.100840;1.100870;1.100810;1.100810
20161101 073400;1.100790;1.100830;1.100730;1.100830
20161101 073500;1.100860;1.100930;1.100860;1.100900
20161101 073600;1.100920;1.100940;1.100870;1.100940
20161101 073700;1.100930;1.100970;1.100910;1.100930
20161101 073800;1.100950;1.100950;1.100910;1.100930
20161101 073900;1.100920;1.101130;1.100920;1.101120
20161101 074000;1.101140;1.101760;1.101060;1.101530
20161101 074100;1.101530;1.101760;1.101460;1.101720
20161101 074200;1.101700;1.102060;1.101540;1.101890
20161101 074300;1.101900;1.102180;1.101800;1.102000
20161101 074400;1.101990;1.102160;1.101820;1.102060
20161101 074500;1.102040;1.102270;1.102040;1.102110
20161101 074600;1.102110;1.102380;1.102060;1.102090
20161101 074700;1.102100;1.102330;1.102090;1.102170
20161101 074800;1.102160;1.102300;1.102120;1.102140
20161101 074900;1.102150;1.102460;1.102140;1.102400
20161101 075000;1.102410;1.102490;1.102210;1.102210
20161101 075100;1.102220;1.102300;1.102190;1.102260
20161101 075200;1.102270;1.103310;1.102250;1.103310
20161101 075300;1.103300;1.103400;1.102960;1.102960
20161101 075400;1.102970;1.103000;1.102630;1.102840
20161101 075500;1.102860;1.102920;1.102730;1.102730
20161101 075600;1.102710;1.102910;1.102430;1.102430
20161101 075700;1.102480;1.102540;1.102440;1.102500
20161101 075800;1.102490;1.102610;1.102480;1.102570
20161101 075900;1.102590;1.102800;1.102540;1.102710
20161101 080000;1.102720;1.102860;1.102520;1.102540
20161101 080100;1.102580;1.103050;1.102570;1.102890
20161101 080200;1.102900;1.103000;1.102450;1.102550
20161101 080300;1.102560;1.102590;1.102380;1.102380
20161101 080400;1.102400;1.102400;1.102180;1.102280
20161101 080500;1.102290;1.102370;1.101950;1.101980
20161101 080600;1.101990;1.102020;1.101860;1.101900
20161101 080700;1.101910;1.102070;1.101860;1.101870
20161101 080800;1.101860;1.101880;1.101750;1.101750
20161101 080900;1.101750;1.101770;1.101640;1.101680
20161101 081000;1.101690;1.101710;1.101590;1.101590
20161101 081100;1.101590;1.101680;1.101560;1.101660
20161101 081200;1.101680;1.101710;1.101660;1.101670
20161101 081300;1.101700;1.101710;1.101610;1.101670
20161101 081400;1.101690;1.101700;1.101540;1.101640
20161101 081500;1.101630;1.101810;1.101630;1.101700
20161101 081600;1.101700;1.101700;1.101460;1.101470
20161101 081700;1.101490;1.101520;1.101300;1.101310
20161101 081800;1.101320;1.101330;1.101050;1.101160
20161101 081900;1.101170;1.101200;1.100950;1.101010
20161101 082000;1.101030;1.101310;1.101030;1.101260
20161101 082100;1.101270;1.101380;1.101270;1.101320
20161101 082200;1.101330;1.101480;1.101280;1.101380
20161101 082300;1.101380;1.101590;1.101380;1.101530
20161101 082400;1.101520;1.101620;1.101450;1.101620
20161101 082500;1.101610;1.101610;1.101360;1.101470
20161101 082600;1.101480;1.101540;1.101350;1.101360
20161101 082700;1.101370;1.101480;1.101370;1.101460
20161101 082800;1.101420;1.101470;1.101410;1.101470
20161101 082900;1.101460;1.101600;1.101460;1.101590
20161101 083000;1.101600;1.101770;1.101600;1.101720
20161101 083100;1.101740;1.101750;1.101550;1.101550
20161101 083200;1.101540;1.101560;1.101510;1.101510
20161101 083300;1.101520;1.101520;1.101420;1.101470
